campaign_id,date,platform,ad_type,target_audience,ad_spend,impressions,clicks,conversions,revenue,cpm,ctr,cvr,cpc,cpa,roas,hour,time_period
CMP_20240217_015,2024-02-17,Xigua,Search Ad,36-45 Female,7133.75,421079,10515,1497,362271.85,16.94,0.025,0.1424,0.68,4.77,50.78,15,afternoon
CMP_20240217_016,2024-02-17,Douyin,Brand Ad,36-45 Male,35469.79,1393625,40126,3501,1126399.13,25.45,0.0288,0.0873,0.88,10.13,31.76,8,morning
CMP_20240217_017,2024-02-17,Xigua,Video Ad,36-45 Male,5103.05,359679,13170,1415,729352.43,14.19,0.0366,0.1075,0.39,3.61,142.92,7,morning
CMP_20240217_018,2024-02-17,Douyin,Search Ad,36-45 Male,44036.47,2122136,51244,5388,1170890.9,20.75,0.0241,0.1052,0.86,8.17,26.59,2,late night
CMP_20240217_019,2024-02-17,Xigua,Splash Ad,36-45 Female,8754.31,368862,7056,831,442038.52,23.73,0.0191,0.1178,1.24,10.53,50.49,20,evening
CMP_20240217_020,2024-02-17,Xigua,Splash Ad,26-35 Male,26090.64,1133957,29277,2364,1235677.36,23.01,0.0258,0.0808,0.89,11.04,47.36,19,evening
CMP_20240217_021,2024-02-17,Xigua,Search Ad,36-45 Male,18022.03,959117,18840,1857,709879.53,18.79,0.0196,0.0986,0.96,9.7,39.39,8,morning
CMP_20240217_022,2024-02-17,Xigua,Video Ad,36-45 Male,25081.43,1131705,43622,4689,2129782.86,22.16,0.0385,0.1075,0.57,5.35,84.91,9,morning
CMP_20240217_023,2024-02-17,Xigua,Video Ad,36-45 Male,12846.2,470661,17048,2828,1362994.41,27.29,0.0362,0.1659,0.75,4.54,106.1,23,evening
CMP_20240217_024,2024-02-17,Xigua,Video Ad,36-45 Female,29291.51,1179158,46676,5865,3677551.33,24.84,0.0396,0.1257,0.63,4.99,125.55,10,morning
CMP_20240217_025,2024-02-17,Toutiao,In-feed Ad,36-45 Male,9181.06,329243,9781,1229,435434.5,27.89,0.0297,0.1257,0.94,7.47,47.43,8,morning
CMP_20240218_001,2024-02-18,Xigua,In-feed Ad,36-45 Male,25199.13,1021336,21327,1644,641486.41,24.67,0.0209,0.0771,1.18,15.33,25.46,8,morning
CMP_20240218_002,2024-02-18,Douyin,Video Ad,46-55 User,17086.08,530273,12369,1204,270461.6,32.22,0.0233,0.0974,1.38,14.19,15.83,19,evening
CMP_20240218_003,2024-02-18,Toutiao,Splash Ad,26-35 Male,14569.26,1063864,21733,2113,591978.07,13.69,0.0204,0.0973,0.67,6.9,40.63,8,morning
CMP_20240218_004,2024-02-18,Douyin,Brand Ad,26-35 Male,11526.47,387625,12755,1411,256372.92,29.74,0.0329,0.1106,0.9,8.17,22.24,0,late night
CMP_20240218_005,2024-02-18,Douyin,In-feed Ad,36-45 Female,23122.02,1538687,41755,8569,4264459.36,15.03,0.0271,0.2052,0.55,2.7,184.43,21,evening
CMP_20240218_006,2024-02-18,Xigua,Brand Ad,18-25 Male,19129.18,1321345,38024,2534,605267.77,14.48,0.0288,0.0666,0.5,7.55,31.64,18,evening
CMP_20240218_007,2024-02-18,Toutiao,Video Ad,18-25 Female,6615.17,540456,13539,1220,248030.2,12.24,0.0251,0.0902,0.49,5.42,37.49,18,evening
CMP_20240218_008,2024-02-18,Toutiao,Video Ad,26-35 Female,25366.09,1543662,46950,3627,1676369.33,16.43,0.0304,0.0773,0.54,6.99,66.09,21,evening
CMP_20240218_009,2024-02-18,Douyin,In-feed Ad,36-45 Female,23416.23,1126654,34392,7233,2537704.36,20.78,0.0305,0.2103,0.68,3.24,108.37,14,afternoon
CMP_20240218_010,2024-02-18,Toutiao,Brand Ad,55+ User,18725.09,1141276,16647,1216,482609.41,16.41,0.0146,0.0731,1.12,15.4,25.77,6,morning
CMP_20240218_011,2024-02-18,Douyin,Video Ad,18-25 Female,14618.15,771851,37778,2703,623541.25,18.94,0.0489,0.0716,0.39,5.41,42.66,3,late night
CMP_20240218_012,2024-02-18,Xigua,Splash Ad,55+ User,33553.05,1697847,35767,2080,1145976.91,19.76,0.0211,0.0582,0.94,16.13,34.15,13,afternoon
CMP_20240218_013,2024-02-18,Toutiao,Brand Ad,36-45 Female,9352.93,416421,7332,522,181176.88,22.46,0.0176,0.0713,1.28,17.92,19.37,22,evening
CMP_20240218_014,2024-02-18,Toutiao,Brand Ad,46-55 User,9303.59,465288,7772,438,181597.96,20.0,0.0167,0.0564,1.2,21.24,19.52,12,afternoon
CMP_20240218_015,2024-02-18,Douyin,Brand Ad,26-35 Male,44675.35,1951468,66320,6375,2105400.19,22.89,0.034,0.0961,0.67,7.01,47.13,6,morning
CMP_20240218_016,2024-02-18,Toutiao,In-feed Ad,26-35 Female,3905.77,158441,4742,567,122732.48,24.65,0.0299,0.1197,0.82,6.89,31.42,6,morning
CMP_20240218_017,2024-02-18,Xigua,In-feed Ad,26-35 Female,14845.36,673561,21921,2445,1110853.87,22.04,0.0325,0.1116,0.68,6.07,74.83,14,afternoon
CMP_20240218_018,2024-02-18,Toutiao,Brand Ad,55+ User,26595.01,1323310,23156,1986,1077499.06,20.1,0.0175,0.0858,1.15,13.39,40.52,6,morning
CMP_20240218_019,2024-02-18,Douyin,Video Ad,36-45 Male,16632.53,503812,20613,2516,1111849.08,33.01,0.0409,0.1221,0.81,6.61,66.85,11,morning
CMP_20240219_001,2024-02-19,Douyin,In-feed Ad,26-35 Female,14618.31,519367,14544,1716,665041.65,28.15,0.028,0.118,1.01,8.52,45.49,19,evening
CMP_20240219_002,2024-02-19,Douyin,Video Ad,18-25 Female,8599.21,511964,23397,1927,387277.68,16.8,0.0457,0.0824,0.37,4.46,45.04,1,late night
CMP_20240219_003,2024-02-19,Douyin,Brand Ad,26-35 Female,27713.28,1540397,37430,2879,567199.67,17.99,0.0243,0.0769,0.74,9.63,20.47,4,late night
CMP_20240219_004,2024-02-19,Toutiao,In-feed Ad,36-45 Female,33787.51,1900281,44516,5595,3018015.61,17.78,0.0234,0.1257,0.76,6.04,89.32,6,morning
CMP_20240219_005,2024-02-19,Xigua,Search Ad,36-45 Female,20217.9,766461,13795,1651,782249.23,26.38,0.018,0.1197,1.47,12.25,38.69,13,afternoon
CMP_20240219_006,2024-02-19,Douyin,In-feed Ad,46-55 User,16462.42,812360,14536,1651,709307.72,20.26,0.0179,0.1136,1.13,9.97,43.09,4,late night
CMP_20240219_007,2024-02-19,Douyin,Video Ad,46-55 User,11438.66,355704,8048,705,245309.28,32.16,0.0226,0.0876,1.42,16.23,21.45,20,evening
CMP_20240219_008,2024-02-19,Toutiao,Brand Ad,46-55 User,6247.6,275335,4464,213,64587.43,22.69,0.0162,0.0478,1.4,29.33,10.34,19,evening
CMP_20240219_009,2024-02-19,Toutiao,Video Ad,46-55 User,20893.53,1438424,22267,1440,484518.76,14.53,0.0155,0.0647,0.94,14.51,23.19,21,evening
CMP_20240219_010,2024-02-19,Toutiao,Video Ad,36-45 Female,11095.39,545202,8883,857,390034.08,20.35,0.0163,0.0965,1.25,12.95,35.15,13,afternoon
CMP_20240219_011,2024-02-19,Toutiao,Video Ad,18-25 Male,13888.87,1037789,27491,1428,365676.23,13.38,0.0265,0.052,0.51,9.73,26.33,23,evening
CMP_20240219_012,2024-02-19,Toutiao,Splash Ad,55+ User,27060.99,1567472,20991,1169,417337.48,17.26,0.0134,0.0557,1.29,23.15,15.42,5,late night
CMP_20240219_013,2024-02-19,Toutiao,Splash Ad,46-55 User,27665.53,1633093,20965,1606,813569.95,16.94,0.0128,0.0766,1.32,17.23,29.41,12,afternoon
CMP_20240219_014,2024-02-19,Toutiao,Video Ad,36-45 Female,3309.53,248413,3992,284,143403.68,13.32,0.0161,0.0712,0.83,11.65,43.33,20,evening
CMP_20240219_015,2024-02-19,Toutiao,Search Ad,18-25 Male,20400.96,1636797,42265,2445,437640.78,12.46,0.0258,0.0579,0.48,8.34,21.45,18,evening
CMP_20240219_016,2024-02-19,Xigua,Video Ad,36-45 Female,23282.91,1158822,39487,7133,2897596.11,20.09,0.0341,0.1807,0.59,3.26,124.45,13,afternoon
CMP_20240219_017,2024-02-19,Douyin,Brand Ad,26-35 Female,34208.63,1554603,52378,4061,1279231.45,22.0,0.0337,0.0775,0.65,8.42,37.39,10,morning
CMP_20240220_001,2024-02-20,Xigua,Brand Ad,26-35 Male,28596.53,1073488,22544,2314,1195937.47,26.64,0.021,0.1027,1.27,12.36,41.82,0,late night
CMP_20240220_002,2024-02-20,Toutiao,Video Ad,18-25 Female,3269.09,251961,6168,366,73221.96,12.97,0.0245,0.0594,0.53,8.93,22.4,23,evening
CMP_20240220_003,2024-02-20,Xigua,Video Ad,18-25 Male,19588.13,1526731,68997,6942,1385385.38,12.83,0.0452,0.1006,0.28,2.82,70.73,3,late night
CMP_20240220_004,2024-02-20,Toutiao,Brand Ad,55+ User,26191.0,1179347,17360,1164,724888.79,22.21,0.0147,0.0671,1.51,22.5,27.68,7,morning
CMP_20240220_005,2024-02-20,Toutiao,Splash Ad,55+ User,6100.75,309269,4354,338,137034.31,19.73,0.0141,0.0778,1.4,18.05,22.46,15,afternoon
CMP_20240220_006,2024-02-20,Douyin,Brand Ad,36-45 Male,34384.67,1372888,33626,2365,980222.08,25.05,0.0245,0.0704,1.02,14.54,28.51,10,morning
CMP_20240220_007,2024-02-20,Douyin,Video Ad,46-55 User,12709.6,448278,11463,996,221756.47,28.35,0.0256,0.0869,1.11,12.76,17.45,7,morning
CMP_20240220_008,2024-02-20,Douyin,Splash Ad,26-35 Female,25806.27,1131788,37433,4677,1246577.55,22.8,0.0331,0.125,0.69,5.52,48.31,21,evening
CMP_20240220_009,2024-02-20,Douyin,Search Ad,26-35 Female,30059.63,1461974,40501,3227,1274675.47,20.56,0.0277,0.0797,0.74,9.32,42.4,3,late night
CMP_20240220_010,2024-02-20,Toutiao,Splash Ad,36-45 Female,34504.92,1586642,34223,2578,1180799.55,21.75,0.0216,0.0754,1.01,13.38,34.22,20,evening
CMP_20240220_011,2024-02-20,Douyin,In-feed Ad,36-45 Male,41163.58,1605944,31606,4529,1752338.18,25.63,0.0197,0.1433,1.3,9.09,42.57,14,afternoon
CMP_20240220_012,2024-02-20,Douyin,Search Ad,26-35 Female,12570.39,435309,13300,1470,374462.62,28.88,0.0306,0.1105,0.95,8.55,29.79,8,morning
CMP_20240220_013,2024-02-20,Douyin,Splash Ad,26-35 Male,32535.68,1447935,43034,4756,1689120.35,22.47,0.0297,0.1105,0.76,6.84,51.92,2,late night
CMP_20240220_014,2024-02-20,Douyin,Search Ad,26-35 Male,35591.49,1359772,39262,2737,1235898.25,26.17,0.0289,0.0697,0.91,13.0,34.72,7,morning
CMP_20240220_015,2024-02-20,Douyin,Video Ad,18-25 Female,7129.6,450540,17888,1549,455200.63,15.82,0.0397,0.0866,0.4,4.6,63.85,15,afternoon
CMP_20240220_016,2024-02-20,Douyin,In-feed Ad,26-35 Female,12271.91,706618,22531,4219,1267001.61,17.37,0.0319,0.1873,0.54,2.91,103.24,0,late night
CMP_20240220_017,2024-02-20,Douyin,Brand Ad,36-45 Female,9669.86,309350,5960,705,214781.03,31.26,0.0193,0.1183,1.62,13.72,22.21,22,evening
CMP_20240220_018,2024-02-20,Xigua,Splash Ad,26-35 Male,15840.7,753285,15418,1726,542902.25,21.03,0.0205,0.112,1.03,9.18,34.27,21,evening
CMP_20240220_019,2024-02-20,Xigua,In-feed Ad,36-45 Male,18082.39,769040,12836,1453,673983.17,23.51,0.0167,0.1132,1.41,12.44,37.27,7,morning
CMP_20240220_020,2024-02-20,Douyin,Splash Ad,18-25 Female,23767.39,840551,26369,2071,469652.17,28.28,0.0314,0.0786,0.9,11.48,19.76,7,morning
CMP_20240220_021,2024-02-20,Toutiao,Brand Ad,18-25 Female,34071.29,1218802,28165,1627,654527.17,27.95,0.0231,0.0578,1.21,20.94,19.21,13,afternoon
CMP_20240220_022,2024-02-20,Xigua,Brand Ad,46-55 User,33271.12,1331429,22487,1926,561333.17,24.99,0.0169,0.0857,1.48,17.27,16.87,21,evening
CMP_20240220_023,2024-02-20,Douyin,Video Ad,46-55 User,21408.8,665837,14787,1193,261096.08,32.15,0.0222,0.0807,1.45,17.95,12.2,23,evening
CMP_20240220_024,2024-02-20,Xigua,Splash Ad,55+ User,20221.01,1589470,28721,2419,1172326.54,12.72,0.0181,0.0842,0.7,8.36,57.98,2,late night
CMP_20240221_001,2024-02-21,Xigua,Splash Ad,36-45 Male,8285.19,450658,10635,833,368894.42,18.38,0.0236,0.0783,0.78,9.95,44.52,17,afternoon
CMP_20240221_002,2024-02-21,Douyin,Splash Ad,55+ User,44321.98,2547753,43713,4359,1856756.48,17.4,0.0172,0.0997,1.01,10.17,41.89,1,late night
CMP_20240221_003,2024-02-21,Toutiao,Video Ad,46-55 User,14999.61,639406,7646,434,134660.5,23.46,0.012,0.0569,1.96,34.56,8.98,4,late night
CMP_20240221_004,2024-02-21,Douyin,Search Ad,26-35 Female,47448.43,1856685,54470,5285,1339113.55,25.56,0.0293,0.097,0.87,8.98,28.22,11,morning
CMP_20240221_005,2024-02-21,Xigua,Brand Ad,55+ User,21069.01,1316047,19438,1394,763077.57,16.01,0.0148,0.0718,1.08,15.11,36.22,5,late night
CMP_20240221_006,2024-02-21,Douyin,Brand Ad,18-25 Female,31324.67,1088220,40299,2663,627491.26,28.79,0.037,0.0661,0.78,11.76,20.03,13,afternoon
CMP_20240221_007,2024-02-21,Toutiao,Video Ad,18-25 Male,32448.79,1655443,44391,2378,922466.56,19.6,0.0268,0.0536,0.73,13.65,28.43,9,morning
CMP_20240221_008,2024-02-21,Douyin,Splash Ad,18-25 Female,12662.11,457798,13958,1090,154186.13,27.66,0.0305,0.0781,0.91,11.62,12.18,6,morning
CMP_20240221_009,2024-02-21,Douyin,Splash Ad,26-35 Female,33544.82,1069454,32620,2872,934627.76,31.37,0.0305,0.0881,1.03,11.68,27.86,16,afternoon
CMP_20240221_010,2024-02-21,Douyin,Splash Ad,18-25 Male,9870.2,293178,8209,491,102878.56,33.67,0.028,0.0599,1.2,20.1,10.42,10,morning
CMP_20240221_011,2024-02-21,Douyin,Search Ad,36-45 Male,16965.29,713762,13042,1515,613791.37,23.77,0.0183,0.1162,1.3,11.2,36.18,4,late night
CMP_20240221_012,2024-02-21,Toutiao,Brand Ad,55+ User,23835.68,1971140,26815,1646,478854.62,12.09,0.0136,0.0614,0.89,14.48,20.09,1,late night
CMP_20240221_013,2024-02-21,Douyin,Brand Ad,36-45 Male,5002.38,146790,3717,461,100242.48,34.08,0.0253,0.1242,1.35,10.85,20.04,5,late night
CMP_20240221_014,2024-02-21,Xigua,Video Ad,36-45 Female,33757.42,1476911,45922,8642,3432648.39,22.86,0.0311,0.1882,0.74,3.91,101.69,15,afternoon
CMP_20240221_015,2024-02-21,Toutiao,Brand Ad,18-25 Male,5815.13,290496,7493,515,167093.48,20.02,0.0258,0.0687,0.78,11.29,28.73,8,morning
CMP_20240222_001,2024-02-22,Douyin,Brand Ad,26-35 Male,6055.66,280505,7827,897,330245.02,21.59,0.0279,0.1147,0.77,6.75,54.53,9,morning
CMP_20240222_002,2024-02-22,Xigua,Video Ad,18-25 Male,13032.92,517923,19501,1932,490438.66,25.16,0.0377,0.0991,0.67,6.75,37.63,8,morning
CMP_20240222_003,2024-02-22,Douyin,Splash Ad,26-35 Male,10516.24,313368,8459,887,213216.95,33.56,0.027,0.1049,1.24,11.86,20.28,10,morning
CMP_20240222_004,2024-02-22,Xigua,Search Ad,26-35 Female,14376.8,621623,17050,1782,664412.12,23.13,0.0274,0.1045,0.84,8.07,46.21,13,afternoon
CMP_20240222_005,2024-02-22,Douyin,Search Ad,36-45 Female,18844.48,1189174,29594,2713,840395.84,15.85,0.0249,0.0917,0.64,6.95,44.6,18,evening
CMP_20240222_006,2024-02-22,Toutiao,Video Ad,36-45 Female,9255.14,379344,6107,521,247400.25,24.4,0.0161,0.0853,1.52,17.76,26.73,14,afternoon
CMP_20240222_007,2024-02-22,Douyin,Brand Ad,26-35 Male,30495.38,893080,22773,1742,643598.15,34.15,0.0255,0.0765,1.34,17.51,21.1,15,afternoon
CMP_20240222_008,2024-02-22,Xigua,Search Ad,55+ User,14421.13,866417,13562,726,172703.66,16.64,0.0157,0.0536,1.06,19.86,11.98,5,late night
CMP_20240222_009,2024-02-22,Douyin,In-feed Ad,55+ User,43084.31,1453291,26561,3799,1080642.05,29.65,0.0183,0.1431,1.62,11.34,25.08,12,afternoon
CMP_20240222_010,2024-02-22,Douyin,Splash Ad,18-25 Male,30428.32,895632,31192,2752,839746.56,33.97,0.0348,0.0882,0.98,11.06,27.6,3,late night
CMP_20240222_011,2024-02-22,Douyin,Video Ad,18-25 Male,27277.52,854272,35953,2973,417628.4,31.93,0.0421,0.0827,0.76,9.18,15.31,11,morning
CMP_20240222_012,2024-02-22,Toutiao,In-feed Ad,46-55 User,16000.17,985361,18153,2042,768897.28,16.24,0.0184,0.1125,0.88,7.84,48.06,20,evening
CMP_20240222_013,2024-02-22,Xigua,In-feed Ad,55+ User,24104.56,1021109,13898,1282,525275.76,23.61,0.0136,0.0923,1.73,18.8,21.79,21,evening
CMP_20240222_014,2024-02-22,Douyin,Brand Ad,46-55 User,13021.26,393485,6447,477,216862.99,33.09,0.0164,0.0741,2.02,27.3,16.65,4,late night
CMP_20240222_015,2024-02-22,Douyin,Search Ad,55+ User,12838.29,478957,9036,655,273784.31,26.8,0.0189,0.0725,1.42,19.6,21.33,8,morning
CMP_20240223_001,2024-02-23,Xigua,Splash Ad,55+ User,34951.06,1453965,25650,2098,954975.01,24.04,0.0176,0.0818,1.36,16.66,27.32,7,morning
CMP_20240223_002,2024-02-23,Xigua,In-feed Ad,18-25 Female,6425.51,261094,8208,477,162566.76,24.61,0.0314,0.0581,0.78,13.47,25.3,6,morning
CMP_20240223_003,2024-02-23,Xigua,In-feed Ad,36-45 Female,25988.21,2030238,34938,4179,2054336.01,12.8,0.0172,0.1196,0.74,6.22,79.05,9,morning
CMP_20240223_004,2024-02-23,Xigua,Splash Ad,46-55 User,6475.55,264873,4067,316,146636.52,24.45,0.0154,0.0779,1.59,20.49,22.64,12,afternoon
CMP_20240223_005,2024-02-23,Xigua,In-feed Ad,26-35 Male,13320.32,626862,14417,1269,629629.73,21.25,0.023,0.0881,0.92,10.5,47.27,2,late night
CMP_20240223_006,2024-02-23,Douyin,Splash Ad,18-25 Female,29711.48,874323,33034,2160,559271.44,33.98,0.0378,0.0654,0.9,13.76,18.82,21,evening
CMP_20240223_007,2024-02-23,Douyin,Video Ad,55+ User,28693.38,1252179,26755,2578,454812.92,22.91,0.0214,0.0964,1.07,11.13,15.85,16,afternoon
CMP_20240223_008,2024-02-23,Toutiao,In-feed Ad,36-45 Male,5008.03,232433,4889,685,175226.41,21.55,0.021,0.1401,1.02,7.31,34.99,6,morning
CMP_20240223_009,2024-02-23,Douyin,Search Ad,36-45 Male,31918.21,1573248,35789,3616,1809006.97,20.29,0.0227,0.101,0.89,8.83,56.68,16,afternoon
CMP_20240223_010,2024-02-23,Douyin,In-feed Ad,36-45 Male,49936.92,1817701,41858,4619,1422367.69,27.47,0.023,0.1104,1.19,10.81,28.48,10,morning
CMP_20240223_011,2024-02-23,Douyin,In-feed Ad,26-35 Male,49977.34,2466628,69896,10782,2107855.05,20.26,0.0283,0.1543,0.72,4.64,42.18,15,afternoon
CMP_20240223_012,2024-02-23,Toutiao,Splash Ad,46-55 User,11788.1,652053,9040,427,262552.13,18.08,0.0139,0.0472,1.3,27.61,22.27,20,evening
CMP_20240223_013,2024-02-23,Toutiao,Video Ad,18-25 Male,19596.07,889924,18337,872,303812.89,22.02,0.0206,0.0476,1.07,22.47,15.5,20,evening
CMP_20240223_014,2024-02-23,Xigua,In-feed Ad,18-25 Male,14593.07,636163,13567,1045,276720.37,22.94,0.0213,0.077,1.08,13.96,18.96,8,morning
CMP_20240223_015,2024-02-23,Toutiao,Brand Ad,36-45 Male,36642.81,1814474,30833,2452,1396882.26,20.19,0.017,0.0795,1.19,14.94,38.12,22,evening
CMP_20240223_016,2024-02-23,Toutiao,Brand Ad,55+ User,26883.92,1465727,17055,1024,516755.42,18.34,0.0116,0.0601,1.58,26.25,19.22,9,morning
CMP_20240223_017,2024-02-23,Douyin,Search Ad,55+ User,45466.26,1654818,23232,1508,307903.04,27.48,0.014,0.0649,1.96,30.15,6.77,19,evening
CMP_20240223_018,2024-02-23,Xigua,Search Ad,36-45 Male,9554.57,427437,8342,779,326520.23,22.35,0.0195,0.0935,1.15,12.27,34.17,20,evening
CMP_20240223_019,2024-02-23,Douyin,Brand Ad,18-25 Female,47774.05,1380422,44273,4372,616857.3,34.61,0.0321,0.0988,1.08,10.93,12.91,0,late night
CMP_20240223_020,2024-02-23,Toutiao,Brand Ad,36-45 Male,5280.75,193174,2979,213,116747.82,27.34,0.0154,0.0717,1.77,24.79,22.11,19,evening
CMP_20240223_021,2024-02-23,Toutiao,Search Ad,55+ User,13215.19,853740,10777,696,436290.09,15.48,0.0126,0.0646,1.23,18.99,33.01,21,evening
CMP_20240223_022,2024-02-23,Douyin,Splash Ad,26-35 Female,25903.05,749106,18795,1707,681972.13,34.58,0.0251,0.0909,1.38,15.17,26.33,19,evening
CMP_20240224_001,2024-02-24,Xigua,In-feed Ad,26-35 Male,22727.58,999838,28966,2041,420245.34,22.73,0.029,0.0705,0.78,11.14,18.49,6,morning
CMP_20240224_002,2024-02-24,Xigua,Video Ad,26-35 Female,8941.1,703720,28642,4088,1445601.05,12.71,0.0407,0.1427,0.31,2.19,161.68,18,evening
CMP_20240224_003,2024-02-24,Xigua,In-feed Ad,26-35 Male,14476.31,853572,27864,2244,833296.95,16.96,0.0326,0.0806,0.52,6.45,57.56,9,morning
CMP_20240224_004,2024-02-24,Douyin,Splash Ad,36-45 Male,44677.51,1406105,37578,3510,1499152.24,31.77,0.0267,0.0934,1.19,12.73,33.55,0,late night
CMP_20240224_005,2024-02-24,Toutiao,Splash Ad,26-35 Female,21358.51,847708,21638,1463,320008.28,25.2,0.0255,0.0676,0.99,14.6,14.98,15,afternoon
CMP_20240224_006,2024-02-24,Toutiao,Splash Ad,18-25 Female,8835.03,550939,13773,1217,302936.11,16.04,0.025,0.0884,0.64,7.26,34.29,10,morning
CMP_20240224_007,2024-02-24,Douyin,Search Ad,18-25 Female,23951.11,1463105,53228,4430,1250025.13,16.37,0.0364,0.0832,0.45,5.41,52.19,1,late night
CMP_20240224_008,2024-02-24,Toutiao,Splash Ad,18-25 Male,29190.9,2019748,64993,3089,501586.58,14.45,0.0322,0.0475,0.45,9.45,17.18,11,morning
CMP_20240224_009,2024-02-24,Douyin,Video Ad,46-55 User,40457.34,2068702,58057,4674,1810942.42,19.56,0.0281,0.0805,0.7,8.66,44.76,19,evening
CMP_20240224_010,2024-02-24,Toutiao,Splash Ad,55+ User,28889.38,1812345,33887,1847,1175705.03,15.94,0.0187,0.0545,0.85,15.64,40.7,5,late night
CMP_20240224_011,2024-02-24,Toutiao,In-feed Ad,55+ User,10046.91,526719,9837,1010,500417.59,19.07,0.0187,0.1027,1.02,9.95,49.81,2,late night
CMP_20240224_012,2024-02-24,Xigua,In-feed Ad,26-35 Male,34830.3,1275595,40377,4263,1318064.94,27.31,0.0317,0.1056,0.86,8.17,37.84,9,morning
CMP_20240224_013,2024-02-24,Xigua,Search Ad,26-35 Male,32466.0,1499718,46796,5216,1376733.75,21.65,0.0312,0.1115,0.69,6.22,42.41,1,late night
CMP_20240224_014,2024-02-24,Xigua,Splash Ad,36-45 Male,16906.83,667523,18161,1668,703340.73,25.33,0.0272,0.0919,0.93,10.14,41.6,11,morning
CMP_20240224_015,2024-02-24,Toutiao,Splash Ad,46-55 User,22219.61,1057924,20064,1172,587042.24,21.0,0.019,0.0584,1.11,18.96,26.42,20,evening
CMP_20240224_016,2024-02-24,Douyin,Splash Ad,26-35 Female,16814.76,1065232,32619,4088,687072.25,15.79,0.0306,0.1253,0.52,4.11,40.86,21,evening
CMP_20240224_017,2024-02-24,Douyin,Brand Ad,26-35 Male,28178.8,981355,32891,3177,831175.2,28.71,0.0335,0.0966,0.86,8.87,29.5,11,morning
CMP_20240225_001,2024-02-25,Xigua,Video Ad,18-25 Female,14096.93,598687,23036,3383,548678.58,23.55,0.0385,0.1469,0.61,4.17,38.92,17,afternoon
CMP_20240225_002,2024-02-25,Toutiao,Brand Ad,18-25 Male,33916.12,1234417,33233,2001,716083.85,27.48,0.0269,0.0602,1.02,16.95,21.11,2,late night
CMP_20240225_003,2024-02-25,Xigua,Video Ad,26-35 Female,7549.69,410008,15382,1895,682899.19,18.41,0.0375,0.1232,0.49,3.98,90.45,13,afternoon
CMP_20240225_004,2024-02-25,Toutiao,Video Ad,18-25 Male,35007.31,1750397,41371,2211,686525.38,20.0,0.0236,0.0535,0.85,15.83,19.61,12,afternoon
CMP_20240225_005,2024-02-25,Toutiao,Search Ad,36-45 Female,10958.15,670232,12642,1380,767435.93,16.35,0.0189,0.1092,0.87,7.94,70.03,17,afternoon
CMP_20240225_006,2024-02-25,Douyin,Search Ad,18-25 Female,20156.86,772471,28825,1919,387084.31,26.09,0.0373,0.0666,0.7,10.5,19.2,11,morning
CMP_20240225_007,2024-02-25,Toutiao,Search Ad,36-45 Female,18856.89,798162,17417,1804,787277.69,23.63,0.0218,0.1036,1.08,10.45,41.75,5,late night
CMP_20240225_008,2024-02-25,Xigua,In-feed Ad,36-45 Male,12226.46,531414,13515,1232,330173.58,23.01,0.0254,0.0912,0.9,9.92,27.0,4,late night
CMP_20240225_009,2024-02-25,Toutiao,Video Ad,18-25 Female,21198.7,872536,22470,1345,322414.37,24.3,0.0258,0.0599,0.94,15.76,15.21,15,afternoon
CMP_20240225_010,2024-02-25,Douyin,In-feed Ad,36-45 Male,46636.91,2599904,79942,16731,7611624.65,17.94,0.0307,0.2093,0.58,2.79,163.21,22,evening
CMP_20240225_011,2024-02-25,Toutiao,Search Ad,26-35 Female,12881.66,656243,19682,1508,439299.36,19.63,0.03,0.0766,0.65,8.54,34.1,6,morning
CMP_20240225_012,2024-02-25,Xigua,Splash Ad,55+ User,11959.85,952362,16260,1024,473897.14,12.56,0.0171,0.063,0.74,11.68,39.62,19,evening
CMP_20240225_013,2024-02-25,Douyin,In-feed Ad,26-35 Female,9299.47,330033,11604,1369,207247.35,28.18,0.0352,0.118,0.8,6.79,22.29,19,evening
CMP_20240225_014,2024-02-25,Douyin,Splash Ad,55+ User,16904.58,668677,13850,1530,561866.01,25.28,0.0207,0.1105,1.22,11.05,33.24,3,late night
CMP_20240225_015,2024-02-25,Douyin,In-feed Ad,36-45 Female,48716.79,2002509,50169,8560,2394596.73,24.33,0.0251,0.1706,0.97,5.69,49.15,12,afternoon
CMP_20240225_016,2024-02-25,Toutiao,Brand Ad,18-25 Male,7184.91,284524,7073,530,214673.41,25.25,0.0249,0.0751,1.02,13.56,29.88,11,morning
CMP_20240225_017,2024-02-25,Douyin,Brand Ad,18-25 Female,21398.44,970006,37055,3647,876300.8,22.06,0.0382,0.0984,0.58,5.87,40.95,18,evening
CMP_20240225_018,2024-02-25,Douyin,Video Ad,26-35 Male,26406.68,1026201,50362,5589,1674021.66,25.73,0.0491,0.111,0.52,4.72,63.39,0,late night
CMP_20240225_019,2024-02-25,Douyin,Splash Ad,36-45 Female,10348.37,676408,21244,2137,980954.77,15.3,0.0314,0.1006,0.49,4.84,94.79,18,evening
CMP_20240225_020,2024-02-25,Xigua,Splash Ad,36-45 Female,13115.23,561346,11356,1194,617974.35,23.36,0.0202,0.1051,1.15,10.98,47.12,18,evening
CMP_20240225_021,2024-02-25,Douyin,Splash Ad,26-35 Female,34067.82,988679,26996,3081,1234972.16,34.46,0.0273,0.1141,1.26,11.06,36.25,13,afternoon
